,游戏名称,评分,类别,语言,热度,最后更新时间,游戏版本,资费,开发商,支持系统,评论数,喜欢数,开发游戏个数,isdata,score,Chinese,English,Japanese,Korean,heat,year,month,day,pay,system,containGames,gameversion
1,捕鱼达人,7.6,益智休闲,中文,95℃,2015/7/29,1.9.0,道具收费,触控科技,2.3以上,6654,114,9,0,1,1,0,0,0,95,1,17,521,0,2.3,0,1 
2,NBA2K14,7.5,体育运动,中文,94℃,2014/5/27,1.3,完全免费,2K Games,4.0以上,16190,3712,9,0,1,1,0,0,0,94,2,31,949,1,4,1,1 
3,愤怒的小鸟六周年版,5.9,益智休闲,中文,93℃,2016/9/29,6.0.3,道具收费,拓维信息系统股份有限公司,2.3以上,7187,280,4,0,0,1,0,0,0,93,0,3,93,0,2.3,0,6 
4,三国志无双战,5.1,动作游戏,中文,90℃,2012/7/31,1.3,完全免费,"PlayBean Co., Ltd.",2.2以上,9372,1608,1,0,0,1,0,0,0,90,4,53,1614,1,2.2,0,1 
5,地铁跑酷-冰岛,8.4,益智休闲,中文,89℃,2016/9/23,2.54.0,道具收费,乐逗,4.0以上,8804,888,5,0,1,1,0,0,0,89,0,3,99,0,4,0,2 
6,火箭飞人,8.2,动作游戏,英文,89℃,2016/8/30,1.9.10,完全免费,Halfbrick Studios,4.0.3以上,7371,544,3,0,1,0,1,0,0,89,0,4,123,1,4.03,0,1 
7,暴力摩托完整版,5.1,动作游戏,英文,89℃,2015/2/17,1.11,完全免费,Adrenaline Crew,2.0.1以上,4461,118,1,0,0,0,1,0,0,89,1,22,683,1,2.01,0,1 
8,愤怒的小鸟太空版,9.5,益智休闲,英文,87℃,2015/7/6,2.2.1,完全免费,Rovio,2.3以上,5238,127,17,0,1,0,1,0,0,87,1,17,544,1,2.3,0,2 
9,NBA 2K17免验证版(含数据包),8,体育运动,英文,85℃,2016/9/30,0.0.21,完全免费,2K Games,4.3以上,2411,907,9,1,1,0,1,0,0,85,0,3,92,1,4.3,1,0 
10,天天酷跑,6.9,益智休闲,中文,84℃,2016/7/22,1.0.35.0,完全免费,腾讯,2.2以上,8245,1085,9,0,0,1,0,0,0,84,0,5,162,1,2.2,0,1 
11,杀手2-影子阴谋,6.5,射击游戏,中文,84℃,2016/7/21,4.2.1,道具收费,北京通联天地科技有限公司,2.1以上,2457,1912,1,0,0,1,0,0,0,84,0,5,163,0,2.1,0,4 
12,我的世界移动版,8.3,养成游戏,"英文, 中文",80℃,2016/9/21,0.15.90.7,完全免费,Mojang,4.2以上,66893,7989,1,0,1,1,1,0,0,80,0,3,101,1,4.2,0,0 
13,NBA2K13(含数据包),8.1,体育运动,英文,80℃,2013/12/5,1.1.2,完全免费,2K Games,4.0以上,12011,725,9,1,1,0,1,0,0,80,3,36,1122,1,4,1,1 
14,极品飞车:无限(含数据包),6.5,竞速游戏,"英文, 中文",79℃,2016/9/28,1.5.3,完全免费,EA,4.0.3以上,5680,3534,28,1,0,1,1,0,0,79,0,3,94,1,4.03,0,1 
15,神庙逃亡2,8.1,益智休闲,中文,79℃,2016/9/26,3.5.0,道具收费,乐逗,2.3以上,8642,582,5,0,1,1,0,0,0,79,0,3,96,0,2.3,0,3 
16,空中打击高清完整版,5,飞行游戏,英文,79℃,2014/1/15,1.5.1,完全免费,Art In Games,2.0.1以上,4525,285,2,0,0,0,1,0,0,79,2,35,1081,1,2.01,1,1 
17,鳄鱼小顽皮爱洗澡,9,益智休闲,中文,78℃,2016/3/16,1.19.0,免费试玩,触控科技,2.2以上,8789,335,9,0,1,1,0,0,0,78,0,9,290,0,2.2,0,1 
18,GTA侠盗猎车手:圣安地列斯(含数据包),8.1,动作游戏,英文,77℃,2016/4/1,1.08,完全免费,Rockstar Games,3.0以上,96354,11410,6,1,1,0,1,0,0,77,0,8,274,1,3,1,1 
19,狂野飙车8:极速凌云,8.2,竞速游戏,中文,76℃,2015/9/15,2.4.1,道具收费,北京万盛和泰科技有限公司,2.3以上,14640,5039,1,0,1,1,0,0,0,76,1,15,473,0,2.3,0,2 
20,极品飞车17:最高通缉,8.5,竞速游戏,中文,75℃,2016/9/27,1.3.71,完全免费,EA,2.3以上,27449,7235,28,0,1,1,0,0,0,75,0,3,95,1,2.3,0,1 
21,跳跃忍者,5.3,动作游戏,英文,75℃,2016/7/17,2.2.0,完全免费,Backflip Studios,4.0.3以上,4093,105,3,0,0,0,1,0,0,75,0,5,167,1,4.03,0,2 
22,GTA侠盗猎车手:罪恶都市(含数据包),7.8,动作游戏,英文,75℃,2015/4/2,1.07,完全免费,Rockstar Games,2.3以上,39297,4549,6,1,1,0,1,0,0,75,1,20,639,1,2.3,1,1 
23,捕鱼达人2,8.1,益智休闲,中文,74℃,2016/1/13,1.3.3,道具收费,触控科技,2.2以上,11035,114,9,0,1,1,0,0,0,74,0,11,353,0,2.2,0,1 
24,背刺商店版(含数据包),7.9,动作游戏,中文,74℃,2013/12/7,1.0.4,完全免费,Gameloft,2.1以上,10150,2293,32,1,1,1,0,0,0,74,3,36,1120,1,2.1,0,1 
25,愤怒的小鸟星球大战,8.9,益智休闲,英文,73℃,2014/8/26,1.5.3,完全免费,Rovio,2.3以上,5745,234,17,0,1,0,1,0,0,73,2,28,858,1,2.3,0,1 
26,愤怒的小鸟季节版,9,益智休闲,英文,72℃,2016/9/28,6.4.0,完全免费,Rovio,4.1以上,7241,369,17,0,1,0,1,0,0,72,0,3,94,1,4.1,0,6 
27,Pokemon GO,7.3,益智休闲,英文,72℃,2016/9/24,0.39.1,完全免费,"Niantic, Inc.",4.4以上,656,27,1,0,0,0,1,0,0,72,0,3,98,1,4.4,0,0 
28,神庙逃亡英文版,5,益智休闲,英文,72℃,2016/6/17,1.6.1,完全免费,Imangi Studios,2.3以上,3797,59,1,0,0,0,1,0,0,72,0,6,197,1,2.3,0,1 
29,反恐精英正式版,7.5,射击游戏,英文,71℃,2016/5/13,3.589,完全免费,Studio OnMars,2.3以上,8399,1930,2,0,1,0,1,0,0,71,0,7,232,1,2.3,0,3 
30,极品飞车13:变速(含数据包),7.7,竞速游戏,中文,71℃,2013/12/27,2.0.8,完全免费,EA,2.0以上,6836,1428,28,1,1,1,0,0,0,71,3,36,1100,1,2,0,2 
31,激流快艇通用版,7.9,竞速游戏,中文,71℃,2013/11/26,1.6.3,完全免费,Vector Unit,2.3以上,1423,249,3,0,1,1,0,0,0,71,3,37,1131,1,2.3,0,1 
32,都市赛车5中文版,4.9,竞速游戏,中文,71℃,2010/8/20,3.0.3,完全免费,Gameloft,2.0以上,6077,62,32,0,0,1,0,0,0,71,6,76,2325,1,2,0,3 
33,部落冲突,7.5,策略塔防,中文,70℃,2016/9/6,8.332.16,完全免费,Supercell,4.0.3以上,12112,1890,2,0,1,1,0,0,0,70,0,3,116,1,4.03,0,8 
34,真实赛车3,8.8,竞速游戏,"中文, 韩文",69℃,2016/9/23,4.6.2,完全免费,EA,4.0.3以上,27673,6755,28,0,1,1,0,0,1,69,0,3,99,1,4.03,0,4 
35,一起玩陶艺,7.9,益智休闲,中文,69℃,2016/1/14,2,道具收费,东品西尚网络科技（北京）有限公司,1.6以上,2185,437,2,0,1,1,0,0,0,69,0,11,352,0,1.6,0,2
36,NBA2K16(含数据包),8.2,体育运动,英文,69℃,2015/12/11,0.0.29,完全免费,2K Games,4.3以上,15444,3970,9,1,1,0,1,0,0,69,1,12,386,1,4.3,1,0 
37,饥荒(含数据包),8.7,角色扮演,英文,68℃,2016/10/2,0.4,完全免费,Klei,5.0以上,16108,2837,1,1,1,0,1,0,0,68,0,2,90,1,5,0,0 
38,真实赛车2通用完整版(含数据包),8.1,竞速游戏,中文,68℃,2012/12/16,871,完全免费,EA,2.1以上,9194,1491,28,1,1,1,0,0,0,68,4,48,1476,1,2.1,0,0
39,植物大战僵尸2中文高清版,7.5,策略塔防,中文,67℃,2016/9/29,1.9.0,道具收费,拓维信息系统股份有限公司,2.3以上,3624,1202,4,0,1,1,0,0,0,67,0,3,93,0,2.3,0,1 
40,极限摩托完整版,5.5,竞速游戏,英文,67℃,2013/6/3,1.25,完全免费,Deemedya m.s. ltd.,2.1以上,951,185,3,0,0,0,1,0,0,67,3,42,1307,1,2.1,0,1 
41,暗影之刃:再次出击汉化版(含数据包),5.7,动作游戏,中文,66℃,2016/9/29,1,完全免费,Crescent Moon,2.3.3以上,283,977,8,1,0,1,0,0,0,66,0,3,93,1,2.33,0,1
42,暗影格斗2,7.7,动作游戏,"英文, 中文, 韩文",66℃,2016/8/7,1.9.22,完全免费,Nekki,3.0以上,7880,3010,3,0,1,1,1,0,1,66,0,4,146,1,3,0,1 
43,愤怒的小鸟里约版,7.5,益智休闲,英文,66℃,2016/7/22,2.6.2,完全免费,Rovio,4.1以上,1815,180,17,0,1,0,1,0,0,66,0,5,162,1,4.1,0,2 
44,开心消消乐,6.8,益智休闲,中文,66℃,2016/7/15,1.35,道具收费,乐风创想（北京）科技有限公司,2.2以上,8241,558,1,0,0,1,0,0,0,66,0,5,169,0,2.2,0,1 
45,实况足球2012(含数据包),8.8,体育运动,英文,66℃,2015/6/4,1.0.5,完全免费,科乐美,2.0以上,9626,507,3,1,1,0,1,0,0,66,1,18,576,1,2,0,1 
46,NBA2K15直装版,8.8,体育运动,英文,66℃,2015/3/31,1.0.0.58,完全免费,2K Games,4.2以上,13612,2245,9,0,1,0,1,0,0,66,1,21,641,1,4.2,1,1 
47,保卫萝卜,8.5,策略塔防,中文,66℃,2015/3/2,1.5.0,完全免费,萝卜工场,2.2以上,5363,208,2,0,1,1,0,0,0,66,1,21,670,1,2.2,0,1 
48,战地:叛逆连队2(含数据包),6.8,射击游戏,中文,66℃,2012/7/19,1.28,完全免费,EA,2.1以上,8293,3179,28,1,0,1,0,0,0,66,4,53,1626,1,2.1,0,1 
49,神庙逃亡:勇敢的心,8.3,益智休闲,中文,65℃,2016/9/2,1.6.0,完全免费,Disney,2.3.3以上,5861,171,5,0,1,1,0,0,0,65,0,3,120,1,2.33,0,1 
50,重力跑酷,4.9,益智休闲,英文,65℃,2016/8/29,1.6,完全免费,ALPER SARIKAYA,2.3以上,720,162,3,0,0,0,1,0,0,65,0,4,124,1,2.3,0,1 
51,天天爱消除,5.1,益智休闲,中文,65℃,2016/2/1,1.0.30.0Build308,道具收费,腾讯,2.2以上,990,71,9,0,0,1,0,0,0,65,0,10,334,0,2.2,0,1 
52,GTA侠盗猎车手3十周年纪念版(含数据包),8.1,角色扮演,英文,65℃,2015/3/6,1.6,完全免费,Rockstar Games,2.3以上,24618,3855,6,1,1,0,1,0,0,65,1,21,666,1,2.3,1,1 
53,涂鸦跳跃,8.3,益智休闲,英文,65℃,2013/2/21,1.14.04,完全免费,GameHouse,2.3.3以上,5418,231,2,0,1,0,1,0,0,65,3,46,1409,1,2.33,0,1 
54,3D摩托,,竞速游戏,英文,64℃,2016/8/18,2.2.1,完全免费,AE-Mobile,4.0.3以上,708,52,1,0,0,0,1,0,0,64,0,4,135,1,4.03,0,2 
55,迷失自我直装版,8.4,冒险解谜,中文,64℃,2015/4/30,1,完全免费,Human Head Studios,2.0.1以上,8579,7293,1,0,1,1,0,0,0,64,1,20,611,1,2.01,0,1
56,聚爆,7.8,角色扮演,中文,63℃,2016/3/29,1.2.4,完全免费,雷亚,4.0以上,16628,6148,2,0,1,1,0,0,0,63,0,9,277,1,4,0,1 
57,街霸4市场通用版(含数据包),8.3,格斗游戏,英文,63℃,2013/12/7,1.00.02,完全免费,Capcom,2.3以上,7866,1923,4,1,1,0,1,0,0,63,3,36,1120,1,2.3,0,1 
58,死亡扳机三星商店直装版,5.5,射击游戏,英文,63℃,2013/10/31,0.21,完全免费,Madfinger Games,2.3.3以上,1526,365,6,0,0,0,1,0,0,63,3,38,1157,1,2.33,1,0 
59,国际足球大联盟12(含数据包),8.6,体育运动,中文,63℃,2013/10/1,1.3.98,完全免费,EA,2.2以上,7139,1035,28,1,1,1,0,0,0,63,3,38,1187,1,2.2,0,1 
60,口袋侦探汉化版,7.6,冒险解谜,中文,63℃,2013/7/1,1.0.7,完全免费,NFLY STUDIO,2.3以上,13041,1184,2,0,1,1,0,0,0,63,3,41,1279,1,2.3,0,1 
61,永恒战士2:无双战神(含数据包),8.4,角色扮演,中文,63℃,2012/10/29,1.4.0,完全免费,Glu,2.1以上,15779,812,38,1,1,1,0,0,0,63,4,50,1524,1,2.1,0,1 
62,八门神器,1,游戏工具,中文,62℃,2016/9/29,2.61,完全免费,枫影（尹湘中）,1.5以上,2607,19,1,0,0,1,0,0,0,62,0,3,93,1,1.5,0,2 
63,虚荣国际版(含数据包),8.3,策略塔防,中文,62℃,2016/9/18,1.22.1 (41243),完全免费,Super Evil Megacorp,4.1以上,23797,9865,1,1,1,1,0,0,0,62,0,3,104,1,4.1,0,1 
64,彩球祖玛,5.2,益智休闲,英文,62℃,2016/9/18,2.0.0,完全免费,,2.1以上,598,21,0,0,0,0,1,0,0,62,0,3,104,1,2.1,0,2 
65,雷霆赛车免费版,4.9,竞速游戏,英文,62℃,2016/9/18,1.2.2,完全免费,Polarbit,2.3以上,734,50,6,0,0,0,1,0,0,62,0,3,104,1,2.3,0,1 
66,搏击长空:制空霸权完整修改版(含数据包),6.6,飞行游戏,中文,62℃,2014/10/23,1.0.2,完全免费,南梦宫NAMCO,2.3.3以上,8352,4605,4,1,0,1,0,0,0,62,2,26,800,1,2.33,0,1 
67,FIFA14(含数据包),7.5,体育运动,"中文, 韩文",62℃,2014/5/27,1.3.6,完全免费,EA,2.3.3以上,12928,2157,28,1,1,1,0,0,1,62,2,31,949,1,2.33,0,1 
68,死亡扳机2修改版(含数据包),8.2,射击游戏,"中文, 韩文",61℃,2016/8/11,1.1.1,完全免费,Madfinger Games,4.0以上,25071,3282,6,1,1,1,0,0,1,61,0,4,142,1,4,1,1 
69,一笔画,5.2,益智休闲,中文,61℃,2016/8/4,2.7.7,完全免费,Ecapyc Inc.,3.0以上,873,221,1,0,0,1,0,0,0,61,0,4,149,1,3,0,2 
70,真实武器模拟器,6.5,益智休闲,英文,61℃,2016/6/8,2.3.0,完全免费,OranginalPlan,4.0以上,1469,343,1,0,0,0,1,0,0,61,0,6,206,1,4,0,2 
71,最终幻想3(含数据包),8,角色扮演,中文,61℃,2015/8/7,1.2.1,完全免费,SQEX,1.5以上,3336,1517,18,1,1,1,0,0,0,61,1,16,512,1,1.5,0,1 
72,台球大师,5.5,体育运动,英文,61℃,2016/5/4,3.5,完全免费,TerranDroid,1.5以上,700,93,1,0,0,0,1,0,0,61,0,7,241,1,1.5,0,3 
73,FIFA15:终极队伍(含数据包),8.3,体育运动,中文,61℃,2016/3/2,1.7.0,完全免费,EA,2.3.3以上,9662,2656,28,1,1,1,0,0,0,61,0,9,304,1,2.33,0,1 
74,NBA嘉年华,7.7,体育运动,中文,61℃,2015/9/15,04.00.14,完全免费,EA,2.3以上,4541,367,28,0,1,1,0,0,0,61,1,15,473,1,2.3,0,4 
75,暗黑复仇者,8,角色扮演,中文,61℃,2014/7/24,1.3.4,完全免费,GAMEVIL,2.3以上,7131,723,22,0,1,1,0,0,0,61,2,29,891,1,2.3,0,1 
76,超凡蜘蛛侠(含数据包),8.9,动作游戏,中文,61℃,2013/9/2,1.1.9,完全免费,Gameloft,2.3以上,23801,2864,32,1,1,1,0,0,0,61,3,39,1216,1,2.3,0,1 
77,拳皇2012(含数据包),6.5,格斗游戏,中文,61℃,2013/12/6,1.0.1,完全免费,SNK PLAYMORE,4.0.3以上,3766,1677,4,1,0,1,0,0,0,61,3,36,1121,1,4.03,0,1 
78,画个火柴人完整版,5.8,冒险解谜,中文,61℃,2013/10/4,1.4,完全免费,Hitcents,2.3.3以上,2218,1083,1,0,0,1,0,0,0,61,3,38,1184,1,2.33,0,1 
79,丧尸围城高清版,5.3,策略塔防,英文,61℃,2013/5/16,1.15.2,完全免费,ArtOfBytess,2.1以上,1183,87,1,0,0,0,1,0,0,61,3,43,1325,1,2.1,0,1 
80,昆虫屠夫(含数据包),5.1,动作游戏,"英文, 中文",60℃,2016/9/27,1,完全免费,Noodlecake,4.1以上,135,753,5,1,0,1,1,0,0,60,0,3,95,1,4.1,0,1
81,号角免验证版(含数据包),8.7,动作游戏,中文,60℃,2016/8/17,1.3.2.6,完全免费,Zynga,3.2以上,9958,5700,5,1,1,1,0,0,0,60,0,4,136,1,3.2,0,1 
82,失落城市汉化版,7.2,冒险解谜,中文,60℃,2012/2/3,1,完全免费,Fire Maple Games,2.2以上,1637,826,1,0,0,1,0,0,0,60,4,58,1793,1,2.2,1,1
83,泰拉瑞亚(含数据包),8.3,冒险解谜,中文,60℃,2016/8/4,1.2.12785,完全免费,505 Games Srl,4.0.3以上,19207,6338,2,1,1,1,0,0,0,60,0,4,149,1,4.03,1,1 
84,滑板少年,5.3,体育运动,英文,60℃,2016/5/6,1.1,完全免费,Runner Games,2.3以上,633,80,2,0,0,0,1,0,0,60,0,7,239,1,2.3,1,1 
85,最终幻想4(含数据包),8.8,角色扮演,中文,60℃,2015/12/22,1.5.4,完全免费,SQEX,2.3.3以上,6407,2573,18,1,1,1,0,0,0,60,1,12,375,1,2.33,0,1 
86,F18舰载机模拟起降,5.5,飞行游戏,英文,60℃,2013/11/11,5.85,完全免费,RORTOS,2.2以上,1100,207,3,0,0,0,1,0,0,60,3,37,1146,1,2.2,0,5 
87,植物大作战,8,策略塔防,"中文, 韩文",60℃,2013/1/16,1.5.0,完全免费,GAMEVIL,2.2以上,6078,504,22,0,1,1,0,0,1,60,3,47,1445,1,2.2,0,1 
88,植物大战僵尸2免谷歌版(含数据包),7.7,策略塔防,英文,59℃,2016/9/27,5.3.1,完全免费,EA,3.0以上,2695,1802,28,1,1,0,1,0,0,59,0,3,95,1,3,0,5 
89,神偷奶爸：奔跑小小兵,7.5,益智休闲,"中文, 韩文",59℃,2016/9/23,4.0.0j,完全免费,Gameloft,2.3以上,6436,1090,32,0,1,1,0,0,1,59,0,3,99,1,2.3,0,4 
90,印第安探险,5.1,益智休闲,英文,59℃,2016/8/29,1.0.8,完全免费,ALPER SARIKAYA,2.3以上,623,175,3,0,0,0,1,0,0,59,0,4,124,1,2.3,0,1 
91,水果忍者,8.4,益智休闲,中文,59℃,2016/5/27,3.1.4,道具收费,乐逗,4.1以上,12653,695,5,0,1,1,0,0,0,59,0,7,218,0,4.1,0,3 
92,沙滩车闪电战,7.3,竞速游戏,英文,59℃,2016/5/9,1.3.17,完全免费,Vector Unit,4.0.3以上,988,168,3,0,0,0,1,0,0,59,0,7,236,1,4.03,0,1 
93,纪念碑谷官方正版,9,冒险解谜,中文,59℃,2016/3/14,2.3.4,激活收费,乐逗,1.5以上,12217,7217,5,0,1,1,0,0,0,59,0,9,292,0,1.5,0,2 
94,3D超音速飞行,5,竞速游戏,英文,59℃,2016/2/17,4.2,完全免费,Osaris,2.2以上,927,68,2,0,0,0,1,0,0,59,0,10,318,1,2.2,0,4 
95,勇敢的心:世界大战汉化版(含数据包),9,冒险解谜,中文,59℃,2014/12/11,1.0.0,完全免费,Ubisoft育碧,3.2以上,9531,11314,10,1,1,1,0,0,0,59,2,24,751,1,3.2,0,1 
96,现充都爆炸吧汉化版,5.9,益智休闲,中文,59℃,2015/3/31,1.0.0,完全免费,,2.3.3以上,2410,1509,0,0,0,1,0,0,0,59,1,21,641,1,2.33,0,1 
97,超凡蜘蛛侠2破解版(含数据包),8,动作游戏,"英文, 中文",59℃,2014/8/14,1.1.1,完全免费,Gameloft,4.0以上,9831,4011,32,1,1,1,1,0,0,59,2,28,870,1,4,0,1 
98,找你妹,6,益智休闲,中文,59℃,2013/10/12,5.0.0,道具收费,热酷,2.2以上,1104,101,2,0,0,1,0,0,0,59,3,38,1176,0,2.2,0,5 
99,疯狂的拳头2,7.5,益智休闲,英文,59℃,2013/1/29,1.5,完全免费,,2.0.1以上,767,20,0,0,1,0,1,0,0,59,3,47,1432,1,2.01,0,1 
100,极限方程式,4.8,竞速游戏,中文,59℃,2012/11/8,1.1.5,完全免费,GOGN entertainment,2.0.1以上,1728,79,1,0,0,1,0,0,0,59,4,49,1514,1,2.01,0,1 
101,终极跑车,4.9,竞速游戏,英文,59℃,2010/12/21,1,完全免费,oyatsukai.com,2.1以上,586,10,1,0,0,0,1,0,0,59,6,72,2202,1,2.1,0,1
102,杀出重围GO(含数据包),6.4,冒险解谜,"英文, 中文",58℃,2016/9/23,1.1.71394,完全免费,SQEX,4.2以上,982,1728,18,1,0,1,1,0,0,58,0,3,99,1,4.2,0,1 
103,模拟山羊(含数据包),7,动作游戏,"英文, 中文",58℃,2016/9/22,1.4.13,完全免费,Coffee Stain Studios,4.0.3以上,5168,3041,4,1,0,1,1,0,0,58,0,3,100,1,4.03,0,1 
104,坦克世界:闪电战,8.6,射击游戏,"英文, 中文",58℃,2016/9/20,3.1.0.908,完全免费,Wargaming,4.0以上,12579,4259,1,0,1,1,1,0,0,58,0,3,102,1,4,0,3 
105,捕鱼达人3,7.9,益智休闲,中文,58℃,2016/3/29,1.1.4,道具收费,触控科技,2.3以上,2103,221,9,0,1,1,0,0,0,58,0,9,277,0,2.3,0,1 
106,节奏大师,5.7,音乐游戏,中文,58℃,2015/12/22,2.5.3.2,完全免费,腾讯,2.1以上,1991,433,9,0,0,1,0,0,0,58,1,12,375,1,2.1,0,2 
107,都市赛车6高清版(含数据包),8.3,竞速游戏,英文,58℃,2013/12/7,1.0.8,完全免费,Gameloft,2.1以上,7047,295,32,1,1,0,1,0,0,58,3,36,1120,1,2.1,0,1 
108,三剑之舞中文版,5.4,角色扮演,"中文, 韩文",58℃,2012/4/27,1.0.4,完全免费,Com2uS,2.1以上,4201,738,21,0,0,1,0,0,1,58,4,56,1709,1,2.1,0,1 
109,地牢猎人3(含数据包),8.4,角色扮演,中文,58℃,2012/12/21,1.5.0,完全免费,Gameloft,2.2以上,8432,2699,32,1,1,1,0,0,0,58,4,48,1471,1,2.2,0,1 
110,英雄守卫2汉化版,5.8,策略塔防,中文,58℃,2012/3/19,1.0.6,完全免费,PALADIN,2.2以上,1084,254,1,0,0,1,0,0,0,58,4,57,1748,1,2.2,0,1 
111,神鬼战士,,动作游戏,英文,58℃,2012/1/3,1,完全免费,BiCORE,2.2以上,1116,269,3,0,0,0,1,0,0,58,4,59,1824,1,2.2,0,1
112,罪恶都市,4.6,角色扮演,英文,57℃,2016/9/29,7.7.0,完全免费,"GREE, INC",4.0.3以上,1016,66,3,0,0,0,1,0,0,57,0,3,93,1,4.03,0,7 
113,模拟人生:自由行动,7,模拟经营,中文,57℃,2016/9/7,5.24.0,完全免费,EA,2.3.3以上,11218,3997,28,0,0,1,0,0,0,57,0,3,115,1,2.33,0,5 
114,崩溃大陆免验证版,9.1,角色扮演,英文,57℃,2016/8/18,1.1.12,完全免费,Butterscotch Shenanigans,2.3以上,13727,7150,1,0,1,0,1,0,0,57,0,4,135,1,2.3,0,1 
115,老爸曾是小偷,7.6,益智休闲,中文,57℃,2016/4/29,2.1.3,完全免费,Rebel Twins,2.3以上,1400,471,2,0,1,1,0,0,0,57,0,8,246,1,2.3,0,2 
116,100层,5.1,益智休闲,中文,57℃,2016/4/8,3.2.0.0,完全免费,Tobi Apps,4.0.3以上,1598,118,1,0,0,1,0,0,0,57,0,8,267,1,4.03,0,3 
117,异形大战铁血战士:进化(含数据包),7.6,动作游戏,中文,57℃,2016/3/15,2.1,完全免费,"Fox Digital Entertainment, Inc",4.0.3以上,7245,2928,2,1,1,1,0,0,0,57,0,9,291,1,4.03,0,2 
118,急速冲击,7.9,益智休闲,中文,57℃,2015/11/30,1.4.0,完全免费,Mediocre,2.3以上,1828,1609,2,0,1,1,0,0,0,57,1,13,397,1,2.3,0,1 
119,永恒勇士(含数据包),8.3,角色扮演,中文,57℃,2015/9/16,2.2.0,完全免费,Glu,2.1以上,6970,546,38,1,1,1,0,0,0,57,1,15,472,1,2.1,0,2 
120,狂野之血商店高清版(含数据包),8.5,动作游戏,中文,57℃,2013/12/6,1.1.0,完全免费,Gameloft,2.3以上,17324,5431,32,1,1,1,0,0,0,57,3,36,1121,1,2.3,0,1 
121,死亡战虫,7.3,动作游戏,英文,57℃,2013/5/14,1.15,完全免费,PlayCreek LLC,2.2以上,975,83,2,0,0,0,1,0,0,57,3,43,1327,1,2.2,0,1 
122,艾诺迪亚4PLUS修改版,8.3,角色扮演,"中文, 韩文",57℃,2012/9/12,1.0.3,完全免费,Com2uS,2.1以上,6589,1929,21,0,1,1,0,0,1,57,4,51,1571,1,2.1,0,1 
123,僵尸快跑,5.5,益智休闲,"英文, 韩文",57℃,2012/7/20,1.1.0,完全免费,Com2uS,2.1以上,284,46,21,0,0,0,1,0,1,57,4,53,1625,1,2.1,0,1 
124,反恐精英原版移植,5.6,射击游戏,英文,57℃,2012/6/19,1.97,完全免费,Studio OnMars,2.0.1以上,3104,360,2,0,0,0,1,0,0,57,4,54,1656,1,2.01,0,1 
125,疯狂动物园,6.2,益智休闲,中文,56℃,2016/9/28,1.0.2,道具收费,游道易,4.1以上,125,374,4,0,0,1,0,0,0,56,0,3,94,0,4.1,0,1 
126,艾诺迪亚3中文版,8,角色扮演,"中文, 韩文",56℃,2016/8/25,1.4.5,完全免费,Com2uS,2.3以上,2720,819,21,0,1,1,0,0,1,56,0,4,128,1,2.3,0,1 
127,单机斗地主,4.5,棋牌游戏,中文,56℃,2016/8/17,6.5.6.0,道具收费,北京联众互动网络股份有限公司,2.3以上,3117,204,2,0,0,1,0,0,0,56,0,4,136,0,2.3,0,6 
128,进化之地汉化版,8.9,角色扮演,中文,56℃,2015/2/13,1.2.12,完全免费,Shiro Games,2.2以上,4610,3436,1,0,1,1,0,0,0,56,1,22,687,1,2.2,1,1 
129,炉石传说魔兽英雄传,8.9,策略塔防,中文,56℃,2016/3/18,1.2,完全免费,"Blizzard Entertainment, Inc.",2.3以上,5573,1387,1,0,1,1,0,0,0,56,0,9,288,1,2.3,0,1 
130,魔能:方碑之巫,6.5,冒险解谜,中文,56℃,2016/1/20,1.4.0,完全免费,Paradox Interactive,3.0以上,1116,1142,1,0,0,1,0,0,0,56,0,11,346,1,3,0,1 
131,QQ游戏,4.9,益智休闲,中文,56℃,2015/11/18,6.7.3,完全免费,,2.2以上,850,69,0,0,0,1,0,0,0,56,1,13,409,1,2.2,0,6 
132,愤怒的小鸟太空版无广告版,9.6,益智休闲,英文,56℃,2015/7/3,2.2.0,完全免费,Rovio,2.3以上,3997,68,17,0,1,0,1,0,0,56,1,17,547,1,2.3,0,2 
133,爸爸去哪儿2,8,益智休闲,中文,56℃,2014/9/10,1.1.1,道具收费,成都蓝飞互娱科技有限公司,2.3以上,1179,61,2,0,1,1,0,0,0,56,2,27,843,0,2.3,0,1 
134,超级玛丽旗舰版,4.9,益智休闲,中文,56℃,2013/10/12,1.8.0,完全免费,,1.6以上,936,107,0,0,0,1,0,0,0,56,3,38,1176,1,1.6,0,1 
135,命运英雄传中文版(含数据包),7.8,角色扮演,中文,56℃,2013/10/9,2.0.3,完全免费,Glu,2.1以上,4961,2373,38,1,1,1,0,0,0,56,3,38,1179,1,2.1,0,2 
136,死亡绝境中文版(含数据包),8,动作游戏,中文,56℃,2013/2/25,1.0.2,完全免费,Glu,2.1以上,3345,2452,38,1,1,1,0,0,0,56,3,46,1405,1,2.1,0,1 
137,桌面精灵口袋宠物,6.1,养成游戏,中文,56℃,2012/6/20,1.7,完全免费,,2.2以上,1409,165,0,0,0,1,0,0,0,56,4,54,1655,1,2.2,0,1 
138,真人快打X修改版(含数据包),6.7,格斗游戏,中文,55℃,2016/9/8,1.9.0,完全免费,WBIE,4.0以上,8815,5120,5,1,0,1,0,0,0,55,0,3,114,1,4,0,1 
